Disease;Symptoms;Source
Spondyloepiphyseal Dysplasia Congenita;['spondyloepiphyseal dysplasia congenita (abbreviated to sed more often than sdc) is a rare disorder of bone growth that results in dwarfism', 'characteristic skeletal abnormalities', 'and occasionally problems with vision and hearing. the name of the condition indicates that it affects the bones of the spine (spondylo-) and the ends of bones (epiphyses)', 'and that it is present from birth (congenital). the signs and symptoms of spondyloepiphyseal dysplasia congenita are similar to', 'but milder than', 'the related skeletal disorders achondrogenesis type 2 and hypochondrogenesis. spondyloepiphyseal dysplasia congenita is a subtype of collagenopathy', 'types ii and xi.'];http://dbpedia.org/resource/Spondyloepiphyseal_dysplasia_congenita
Spondylolysis;['spondylolysis (spon-dee-low-lye-sis) is defined as a defect or stress fracture in the pars interarticularis of the vertebral arch. the vast majority of cases occur in the lower lumbar vertebrae (l5)', 'but spondylolysis may also occur in the cervical vertebrae.'];http://dbpedia.org/resource/Spondylolysis
Spondylopathy;['in medicine', 'spondylopathies is a general term for disorders of the vertebrae. when involving inflammation', 'it can be called spondylitis. in contrast', 'a spondyloarthropathy is a condition involving the vertebral joints', 'but many conditions involve both spondylopathy and spondyloarthropathy. examples include ankylosing spondylitis and spondylosis.'];http://dbpedia.org/resource/Spondylopathy
Spondyloperipheral Dysplasia;['spondyloperipheral dysplasia is an autosomal dominant disorder of bone growth. the condition is characterized by flattened bones of the spine (platyspondyly) and unusually short fingers and toes (brachydactyly). some affected individuals also have other skeletal abnormalities', 'short stature', 'nearsightedness (myopia)', 'hearing loss', 'and mental retardation. spondyloperipheral dysplasia is a subtype of collagenopathy', 'types ii and xi.'];http://dbpedia.org/resource/Spondyloperipheral_dysplasia
Spondylosis;"['spondylosis (from ancient greek  spndylos', '""a vertebra""', 'in plural ""vertebrae  the backbone"") is a broad term meaning degeneration of the spinal column from any cause. in the more narrow sense it refers to spinal osteoarthritis', 'the age-related wear and tear of the spinal column', 'which is the most common cause of spondylosis. the degenerative process in osteoarthritis chiefly affects the vertebral bodies', 'the neural foramina and the facet joints (facet syndrome). if severe', 'it may cause pressure on nerve roots with subsequent sensory or motor disturbances', 'such as pain', 'paresthesia', 'and muscle weakness in the limbs.']";http://dbpedia.org/resource/Spondylosis
Spontaneous Bacterial Peritonitis;['spontaneous bacterial peritonitis (sbp) is the development of a bacterial infection in the peritoneum causing peritonitis', 'despite the absence of an obvious source for the infection. it occurs almost exclusively in people with portal hypertension (increased pressure over the portal vein)', 'usually as a result of cirrhosis of the liver. it can also occur in patients with nephrotic syndrome.'];http://dbpedia.org/resource/Spontaneous_bacterial_peritonitis
Spontaneous Cerebrospinal Fluid Leak;['spontaneous cerebrospinal fluid leak syndrome (scsfls) is a medical condition in which the cerebrospinal fluid (csf) held in and around a human brain and spinal cord leaks out of the surrounding protective sac', 'the dura', 'for no apparent reason. the dura', 'a tough', 'inflexible tissue', 'is the outermost of the three layers of the meninges', 'the system of meninges surrounding the brain and spinal cord.'];http://dbpedia.org/resource/Spontaneous_cerebrospinal_fluid_leak
Sporopodiopsis;['sporopodiopsis is a genus of lichenized fungi in the family pilocarpaceae.'];http://dbpedia.org/resource/Sporopodiopsis
Sporopodium;['sporopodium is a genus of lichenized fungi in the family pilocarpaceae.'];http://dbpedia.org/resource/Sporopodium
Sporostigma;['sporostigma is a lichenized genus of fungi in the family arthoniaceae. this is a monotypic genus', 'containing the single species sporostigma melaspora.'];http://dbpedia.org/resource/Sporostigma
Spot Blotch (Barley);['spot blotch is a disease of barley caused by cochliobolus sativus. the disease is found everywhere that barley is grown', 'but only causes significant yield losses in warm', 'humid climates.'];http://dbpedia.org/resource/Spot_blotch_(barley)
Spot Blotch (Wheat);['spot blotch is a leaf disease of wheat caused by cochliobolus sativus. cochliobolus sativus also infects other plant parts and in conjunction with other pathogens causes common root rot and black point.'];http://dbpedia.org/resource/Spot_blotch_(wheat)
Sprained Ankle;['a sprained ankle', 'also known as an ankle sprain', 'twisted ankle', 'rolled ankle', 'floppy ankle', 'or just ankle injury', 'is a common injury where sprain occur on one or more ligaments of the ankle.'];http://dbpedia.org/resource/Sprained_ankle
Sprengel'S Deformity;"[""sprengel's deformity (also known as high scapula or congenital high scapula) is a rare congenital skeletal abnormality where a person has one shoulder blade that sits higher on the back than the other. the deformity is due to a failure in early fetal development where the shoulder fails to descend properly from the neck to its final position. the deformity is commonly associated with other conditions"", 'most notably klippel-feil syndrome', 'congenital scoliosis including cervical scoliosis', 'fused ribs', 'the presence of an omovertebral bone and spina bifida. the left shoulder is the most commonly affected shoulder but the condition can be bilateral', 'meaning that both shoulders are affected. about 75% of all observed cases are girls. treatment includes surgery in early childhood and physical ther']";http://dbpedia.org/resource/Sprengel's_deformity
Spring Black Stem;['spring black stem is a common fungal', 'foliar disease caused by phoma medicaginis. spring black stem is most commonly found in alfalfa', 'but also attacks certain clovers. the fungus survives in stubble from previous cuttings and spreads easily by rainsplash', 'running water', 'and equipment. the disease is present in numerous alfalfa fields throughout the northeast united states.'];http://dbpedia.org/resource/Spring_black_stem
Spruce Budworm;['spruce budworms and relatives are a group of closely related insects in the genus choristoneura. most are serious pests of conifers. there are nearly forty choristoneura species', 'and even more subspecies', 'or forms', 'with a complexity of variation among populations found throughout much of the united states and canada', 'and about again this number in eurasia.'];http://dbpedia.org/resource/Spruce_budworm
Squamarina;['squamarina is a genus of lichens currently placed in the family stereocaulaceae', 'although it has recently been suggested that it may belong in the family ramalinaceae. the genus has a widespread distribution', 'and contains 28 species. they form patches of radiating lobes or overlapping scales', 'with a well-developed upper cortex and no lower cortex. they grow on calcareous soil and rocks. squamarina lentigera can be used to make a yellow dye.'];http://dbpedia.org/resource/Squamarina
Squamella;['squamella is a genus of lichenized fungi in the family cladoniaceae. a monotypic genus', 'squamella contains the single species squamella spumosa.'];http://dbpedia.org/resource/Squamella
Squamous Cell Papilloma;['a squamous cell papilloma is a generally benign papilloma that arises from the stratified squamous epithelium of the skin', 'lip', 'oral cavity', 'tongue', 'pharynx', 'larynx', 'esophagus', 'cervix', 'vagina or anal canal. squamous cell papillomas are a result of infection with human papillomavirus (hpv).'];http://dbpedia.org/resource/Squamous_cell_papilloma
Squamous-Cell Thyroid Carcinoma;['squamous-cell thyroid carcinoma (sctc) is rare malignant neoplasm of thyroid gland which shows tumor cells with distinct squamous differentiation. the incidence of sctc is less than 1% out of thyroid malignancies.'];http://dbpedia.org/resource/Squamous-cell_thyroid_carcinoma
Stab Wound;"['a stab wound is a specific form of penetrating trauma to the skin that results from a knife or a similar pointed object that is ""deeper than it is wide"". while typically stab wounds are thought only to be caused only by knives', 'they can also occur from ice picks', 'pens', 'broken bottles', 'and even coat hangers. most stabbings occur because of intentional violence or through self infliction. the treatment is dependent on many different variables such as the anatomical location and the severity of the injury. even though stab wounds are inflicted at a much greater rate than gun shot wounds', 'they account for less than 10% of all penetrating trauma deaths.']";http://dbpedia.org/resource/Stab_wound
Staphylococcal Scalded Skin Syndrome;"['staphylococcal scalded skin syndrome', '(ssss)', ""also known as pemphigus neonatorum or ritter's disease"", 'or localized bullous impetigo is a dermatological condition caused by staphylococcus aureus.']";http://dbpedia.org/resource/Staphylococcal_scalded_skin_syndrome
Staphylococcus Aureus;['staphylococcus aureus is a gram-positive coccal bacterium that is a member of the firmicutes', 'and is frequently found in the nose', 'respiratory tract', 'and on the skin. it is often positive for catalase and nitrate reduction. although s. aureus is not always pathogenic', 'it is a common cause of skin infections such as abscesses', 'respiratory infections such as sinusitis', 'and food poisoning. pathogenic strains often promote infections by producing potent protein toxins', 'and expressing cell-surface proteins that bind and inactivate antibodies. the emergence of antibiotic-resistant strains of s. aureus such as methicillin-resistant s. aureus (mrsa) is a worldwide problem in clinical medicine.'];http://dbpedia.org/resource/Staphylococcus_aureus
Staphyloma;['a staphyloma is an abnormal protrusion of the uveal tissue through a weak point in the eyeball. the protrusion is generally black in colour', 'due to the inner layers of the eye. it occurs due to weakening of outer layer of eye (cornea or sclera) by an inflammatory or degenerative condition. it may be of 5 types', 'depending on the location on the eyeball (bulbus oculi).'];http://dbpedia.org/resource/Staphyloma
Stargardt Disease;['stargardt disease', 'or fundus flavimaculatus', 'is an inherited form of juvenile macular degeneration that causes progressive vision loss usually to the point of legal blindness. several genes are associated with the disorder. symptoms', 'mainly vision loss', 'typically develop before age 20', 'and also include wavy vision', 'blind spots', 'blurriness', 'impaired color vision', 'and difficulty adapting to dim lighting.'];http://dbpedia.org/resource/Stargardt_disease
Stasis Dermatitis;"['stasis dermatitis refers to the skin changes that occur in the leg as a result of ""stasis"" or blood pooling from insufficient venous return; the alternative name of varicose eczema comes from a common cause of this being varicose veins. insufficient venous return results in increased pressure in the capillaries with the result that both fluid and cells may ""leak"" out of the capillaries. this results in red cells breaking down', 'with iron containing hemosiderin possibly contributing to the pathology of this entity.']";http://dbpedia.org/resource/Stasis_dermatitis
Stauffer Syndrome;"['stauffer syndrome is a constellation of signs and symptoms of liver dysfunction that arise due to presence of renal cell carcinoma', 'and', 'more rarely', 'in connection with other malignant neoplasms. it is named for dr. maurice stauffer', 'a gastroenterologist at the mayo clinic in rochester', 'mn. the hepatic abnormalities are not due to tumor infiltration of the liver or intrinsic liver disease; they instead reflect the presence of a paraneoplastic syndrome.']";http://dbpedia.org/resource/Stauffer_syndrome
Staurolemma;['staurolemma is a lichenized genus of fungi within the collemataceae family.'];http://dbpedia.org/resource/Staurolemma
Staurothele;['staurothele is a genus of fungi in the family verrucariaceae. when the fungus is part of a lichen', 'the genus of lichen is commonly called rock pimples.'];http://dbpedia.org/resource/Staurothele
Steatocystoma Multiplex;"['steatocystoma multiplex', 'also known as epidermal polycystic disease and sebocystomatosis', 'is a benign', ""autosomal dominant congenital condition resulting in multiple cysts on a person's body. first described by jamieson in 1873"", 'and coined by pringle in 1899', 'steatocystoma multiplex (sm) is an uncommon disorder of the pilosebaceous unit characterized by the development of numerous sebum-containing dermal cysts. although steatocystoma multiplex has historically been described as an autosomal dominant inherited disorder', 'most presenting cases are sporadic. steatocystoma simplex is the sporadic solitary tumor counterpart to steatocystoma multiplex.']";http://dbpedia.org/resource/Steatocystoma_multiplex
Steatocystoma Simplex;"['steatocystoma simplex', 'also known as a ""simple sebaceous duct cyst"" or ""solitary steatocystoma""', 'is a cutaneous condition characterized by a skin lesion that occurs with equal frequency in adult women and men', 'and is typically found on the face', 'trunk', 'or extremities.']";http://dbpedia.org/resource/Steatocystoma_simplex
Steatohepatitis;"['steatohepatitis is a type of fatty liver disease', 'characterized by inflammation of the liver with concurrent fat accumulation in liver. more deposition of fat in the liver is termed steatosis', 'and together these constitute fatty liver changes. the word is from steato-', 'meaning ""fat"" and hepatitis', 'meaning ""inflammation of the liver"".']";http://dbpedia.org/resource/Steatohepatitis
Steatosis;"['steatosis (also called fatty change', 'fatty degeneration', 'or adipose degeneration) is the process describing the abnormal retention of lipids within a cell. it reflects an impairment of the normal processes of synthesis and elimination of triglyceride fat. excess lipid accumulates in vesicles that displace the cytoplasm. when the vesicles are large enough to distort the nucleus', 'the condition is known as macrovesicular steatosis; otherwise', 'the condition is known as microvesicular steatosis. while not particularly detrimental to the cell in mild cases', 'large accumulations can disrupt cell constituents', 'and in severe cases the cell may even burst.']";http://dbpedia.org/resource/Steatosis
Stegobolus;['stegobolus is a genus of lichenized fungi in the family thelotremataceae.'];http://dbpedia.org/resource/Stegobolus
Steinera;['steinera is a lichenized genus of fungi within the coccocarpiaceae family.'];http://dbpedia.org/resource/Steinera
Steinia;['steinia is a lichenized genus of fungi within the lecideaceae family.'];http://dbpedia.org/resource/Steinia
Stener Lesion;['a stener lesion is a type of traumatic injury to the thumb. it occurs when the aponeurosis of the adductor pollicis muscle becomes interposed between the ruptured ulnar collateral ligament (ucl) of the thumb and its site of insertion at the base of the proximal phalanx. no longer in contact with its insertion site', 'the ucl cannot spontaneously heal.'];http://dbpedia.org/resource/Stener_lesion
Stenosing Tenosynovitis;['stenosing tenosynovitis (also known as trigger finger or trigger thumb) is a painful condition caused by the inflammation (tenosynovitis) and progressive restriction of the superficial and deep flexors fibrous tendon sheath adjacent to the a1 pulley at a metacarpal head. repetitive forceful compression', 'tensile stress', 'and resistive flexion', 'causes inflammation', 'swelling', 'and microtrauma', 'that results in thickening and stenosis (commonly a nodular formation) of the tendon distal to the pulley leading to a painful digital base', 'limitation of finger movements', 'triggering', 'snapping', 'locking', 'and deformity progressively.'];http://dbpedia.org/resource/Stenosing_tenosynovitis
Stenosis Of Pulmonary Artery;['stenosis of the pulmonary artery is a condition where the pulmonary artery is subject to an abnormal constriction (or stenosis). peripheral pulmonary artery stenosis may occur as an isolated event or in association with alagille syndrome', 'berardinelli-seip congenital lipodystrophy type 1', 'costello syndrome', 'keutel syndrome', 'nasodigitoacoustic syndrome (keipert syndrome)', 'noonan syndrome or williams syndrome. in some cases it is treated with surgery.'];http://dbpedia.org/resource/Stenosis_of_pulmonary_artery
Stenosis Of Uterine Cervix;['cervical stenosis means that the opening in the cervix (the endocervical canal) is more narrow than is typical. in some cases', 'the endocervical canal may be completely closed. a stenosis is any passage in the body that is more narrow than it should typically be.'];http://dbpedia.org/resource/Stenosis_of_uterine_cervix
Stephanandra;['stephanandra is a genus in the family rosaceae that is sometimes included in the genus neillia. the deciduous', 'thicket-forming shrubs have attractive wavy-margined leaves that resemble maple leaves and have a good orange-yellow fall color. cutleaf stephanandra grows to less than 2 feet tall but spreads by suckering. in winter it has rich brown', 'arching shoots. it grows in full sun. the fruits of stephanandra are dry dehiscent fruits.'];http://dbpedia.org/resource/Stephanandra
Stephanitis Takeyai;['the andromeda lace bug (stephanitis takeyai) is a pest insect on plants of the genus pieris', 'especially pieris japonica', 'the japanese andromeda. it originated in japan with its host plant but has since been introduced to other areas of the globe. at least one pieris species', 'pieris floribunda', 'is resistant to the bug. the andromeda lace bug is about 3 millimeters in length. it has a characteristic rounded pronotum', 'lacy black and white wings', 'and shiny gold highlighting. aunque para trminos de psicologa (stephaniitis', 'sensacin):'];http://dbpedia.org/resource/Stephanitis_takeyai
Stephanocyclos;['stephanocyclos is a lichenized genus of fungi within the lecideaceae family. this is a monotypic genus', 'containing the single species stephanocyclos henssenianus.'];http://dbpedia.org/resource/Stephanocyclos
Stereocaulaceae;['the stereocaulaceae are a family of lichenized fungi in the order lecanorales. species of this family are widely distributed in temperate boreal and austral regions.'];http://dbpedia.org/resource/Stereocaulaceae
Stereotypic Movement Disorder;['stereotypic movement disorder (smd) is a motor disorder with onset in childhood involving repetitive', 'nonfunctional motor behavior (e.g.', 'hand waving or head banging)', 'that markedly interferes with normal activities or results in bodily injury. the behavior must not be due to the direct effects of a substance or another medical condition. the cause of this disorder is not known.'];http://dbpedia.org/resource/Stereotypic_movement_disorder
Sterile Insect Technique;"['the sterile insect technique (sit) is a method of biological insect control', 'whereby overwhelming numbers of sterile insects are released into the wild. the released insects are preferably male', 'as this is more cost-effective and the females may in some situations cause damage by laying eggs in the crop', 'or', 'in the case of mosquitoes', 'taking blood from humans. the sterile males compete with wild males to mate with the females. females that mate with a sterile male produce no offspring', ""thus reducing the next generation's population. sterile insects are not self-replicating and"", 'therefore', 'cannot become established in the environment. repeated release of sterile males over low population densities can further reduce and in cases of isolation eliminate pest populations', 'although cost-effecti']";http://dbpedia.org/resource/Sterile_insect_technique
Sternal Cleft;['sternal clefts are rare congenital malformations that result from defective embryologic fusion of paired mesodermal bands in the ventral midline. they may be associated with other midline defects (as in pentalogy of cantrell). it may also occur in isolation. sternal cleft is treated by surgery in early life to avoid fixation leading to immobility.'];http://dbpedia.org/resource/Sternal_cleft
Sternal Fracture;"['a sternal fracture is a fracture of the sternum (the breastbone)', 'located in the center of the chest. the injury', 'which occurs in 58% of people who experience significant blunt chest trauma', 'may occur in vehicle accidents', 'when the still-moving chest strikes a steering wheel or dashboard or is injured by a seatbelt. cardiopulmonary resuscitation', 'commonly known as cpr', 'has also been known to cause thoracic injury', 'including sternum and rib fractures. sternal fractures may also occur as a pathological fracture', 'in people who have weakened bone in their sternum', 'due to another disease process. sternal fracture can interfere with breathing by making it more painful; however', 'its primary significance is that it can indicate the presence of serious associated internal injuries', 'especially to t']";http://dbpedia.org/resource/Sternal_fracture
Steroid Acne;"['steroid acne is an adverse reaction to corticosteroids', 'and presents as small', 'firm follicular papules on the forehead', 'cheeks', 'and chest. steroid acne presents with monomorphous pink paupules', 'as well as comedones', 'which may be indistinguishable from those of acne vulgaris. steroid acne is commonly associated with endogenous or exogenous sources of androgen', 'drug therapy', ""or diabetes and is less commonly associated with hiv infection or hodgkin's disease.""]";http://dbpedia.org/resource/Steroid_acne
Steroid Folliculitis;['steroid folliculitis occurs following administration of glucocorticoids or corticotropin. other medications can also mimic these in order to cause a similar presentation.'];http://dbpedia.org/resource/Steroid_folliculitis
Stevens–Johnson Syndrome;['stevensjohnson syndrome', 'a form of toxic epidermal necrolysis', 'is a life-threatening skin condition', 'in which cell death causes the epidermis to separate from the dermis. the syndrome is thought to be a hypersensitivity complex that affects the skin and the mucous membranes. the best known causes are certain medications (such as lamotrigine)', 'but it can also be due to infections', 'or more rarely', 'cancers.'];http://dbpedia.org/resource/Stevens–Johnson_syndrome
Stickler Syndrome;['stickler syndrome (hereditary progressive arthro-ophthalmopathy) is a group of genetic disorders affecting connective tissue', 'specifically collagen. stickler syndrome is a subtype of collagenopathy', 'types ii and xi. stickler syndrome is characterized by distinctive facial abnormalities', 'ocular problems', 'hearing loss', 'and joint problems. it was first studied and characterized by gunnar b. stickler in 1965.'];http://dbpedia.org/resource/Stickler_syndrome
Sticta;['sticta is a genus of lichens in the family lobariaceae. the genus has a widespread distribution', 'especially in tropical areas', 'and includes about 114 species. these lichens have a leafy appearance', 'and are colored brown or black. sticta species with cyanobacteria as photobionts can fix nitrogen from the atmosphere', 'and due to their relative abundance and high turnover', 'they contribute appreciably to the rainforest ecosystem. they are commonly called spotted felt lichens.'];http://dbpedia.org/resource/Sticta
Stictis;['stictis is a genus of fungi within the stictidaceae family.'];http://dbpedia.org/resource/Stictis
Stictophacidium;['stictophacidium is a genus of fungi within the stictidaceae family.'];http://dbpedia.org/resource/Stictophacidium
Stiff Person Syndrome;['stiff person syndrome (sps)', 'also known as stiff man syndrome (sms)', 'is a rare neurologic disorder of unclear etiology characterized by progressive rigidity and stiffness. the stiffness primarily affects the truncal muscles and is superimposed by spasms', 'resulting in postural deformities. chronic pain', 'impaired mobility', 'and lumbar hyperlordosis are common symptoms.'];http://dbpedia.org/resource/Stiff_person_syndrome
Stiff Skin Syndrome;"['stiff skin syndrome (also known as ""congenital fascial dystrophy"") is a cutaneous condition characterized by rock hard induration', 'thickening of the skin and subcutaneous tissues', 'limited joint mobility', 'and mild hypertrichosis in infancy or early childhood. immunologic abnormalities or vascular hyperactivity are not present in patients.']";http://dbpedia.org/resource/Stiff_skin_syndrome
Stigmatochroma;['stigmatochroma is a genus of lichenized fungi in the family caliciaceae. the genus has a widespread distribution', 'and contains seven species.'];http://dbpedia.org/resource/Stigmatochroma
Stimmler Syndrome;['stimmler syndrome is a rare autosomal recessive congenital disorder first described by stimmler et al. in 1970. it is characterized by dwarfism', 'diabetes', 'a small head', 'and high levels of alanine in the urine.'];http://dbpedia.org/resource/Stimmler_syndrome
Stimulant Psychosis;['stimulant psychosis is a psychosis symptom which typically occurs following an overdose on psychostimulants', 'but it also occurs in approximately 0.1% of individuals within the first several weeks after starting amphetamine or methylphenidate therapy. the most common causative agents are substituted amphetamines and cocaine.'];http://dbpedia.org/resource/Stimulant_psychosis
Stirtonia (Lichen);['stirtonia is a lichenized genus of fungi in the family arthoniaceae.'];http://dbpedia.org/resource/Stirtonia_(lichen)
Stirtoniella;['stirtoniella is a lichen genus in the family ramalinaceae. it is a monotypic genus', 'containing the single species stirtoniella kelica', 'a crustose and corticolous lichen originally described from new zealand in 1873 as a species of lecidea. the photobiont is an alga of the family chlorococcaceae. the lichen is named after scottish mycologist james stirton.'];http://dbpedia.org/resource/Stirtoniella
Stomach Cancer;['stomach cancer', 'also known as gastric cancer', 'is cancer developing from the lining of the stomach. early symptoms may include heartburn', 'upper abdominal pain', 'nausea and loss of appetite. later signs and symptoms may include weight loss', 'yellowing of the skin and whites of the eyes', 'vomiting', 'difficulty swallowing', 'and blood in the stool among others. the cancer may spread from the stomach to other parts of the body', 'particularly the liver', 'lungs', 'bones', 'lining of the abdomen and lymph nodes.'];http://dbpedia.org/resource/Stomach_cancer
Stomach Disease;['the stomach is an important organ in the body. it plays a vital role in digestion of foods', 'releases various enzymes and also protects the lower intestine from harmful organisms. the stomach connects to the esophagus above and to the small intestine below. it is intricately related to the pancreas', 'spleen and liver. the stomach does vary in size but its j shape is constant. the stomach lies in the upper part of the abdomen just below the left rib cage. gastritis and stomach cancer can be caused by helicobacter pylori infection.'];http://dbpedia.org/resource/Stomach_disease
Stomatitis Nicotina;"['stomatitis nicotina (also known as nicotine stomatitis', 'nicotinic stomatitis', 'nicotine palatinus', 'stomatitis palatini', 'leukokeratosis nicotina palate', 'palatal leukokeratosis', ""smoker's keratosis"", ""smoker's palate"", ""and smoker's patches)"", 'is a diffuse white patch on the hard palate', 'usually caused by tobacco smoking', 'usually pipe or cigar smoking. it is painless', 'and it is caused by a response of the palatal oral mucosa to chronic heat. a more pronounced appearance can occur with reverse smoking', ""sometimes distinguished from stomatitis nicotina by the term reverse smoker's keratosis. while stomatitis nicotina that is caused by heat is not a premaligant condition (i.e. it does not carry an increased risk of transformation to oral cancer)"", 'the condition that is caused by reverse smoking is prema']";http://dbpedia.org/resource/Stomatitis_nicotina
Strain (Injury);['this is about an injury of a muscle. for a novel', 'see the strain. for other uses', 'see strain (disambiguation). a strain is an injury to a muscle in which the muscle fibers tear as a result of overstretching. a strain is also colloquially known as a pulled muscle or torn muscle. the equivalent injury to a ligament is a sprain.'];http://dbpedia.org/resource/Strain_(injury)
Stratton Parker Syndrome;['stratton parker syndrome is a rare disorder characterized by short stature', 'wormian bones (extra cranial bones)', 'and dextrocardia (displaced heart). other symptoms include dermatoglyphics', 'tooth deformities or missing teeth', 'abnormal kidney development', 'shortened limbs', 'mental retardation', 'undescended testes or cryptorchidism', 'and anal atresia. the condition was first described by stratton and parker in 1989', 'and there have been only four reported cases worldwide. two cases of the syndrome were reported by gilles-eric seralini in 2010 after having been contacted in january 2009.'];http://dbpedia.org/resource/Stratton_Parker_syndrome
Streimannia;['streimannia is a lichenized genus of fungi in the family roccellaceae. a monotypic genus', 'it contains the single species streimannia varieseptata.'];http://dbpedia.org/resource/Streimannia
Streptococcal Intertrigo;['streptococcal intertrigo is a cutaneous condition seen in infants and young children', 'characterized by a fiery-red erythema and maceration in the neck', 'axillae or inguinal folds.'];http://dbpedia.org/resource/Streptococcal_intertrigo
Streptococcal Pharyngitis;['streptococcal pharyngitis', 'also known as strep throat', 'is an infection of the back of the throat including the tonsils caused by group a streptococcus. common symptoms include fever', 'sore throat', 'red tonsils', 'and enlarged lymph nodes in the neck. a headache', 'and nausea or vomiting may also occur. some develop a sandpaper-like rash which is known as scarlet fever. symptoms typically begin one to three days after exposure and last seven to ten days.'];http://dbpedia.org/resource/Streptococcal_pharyngitis
Streptococcus Milleri Group;['streptococcus milleri is an unofficial name applied to a group of basically similar viridans streptococci species showing various hemolytic', 'serological', 'and physiological characteristics. the species name streptococcus anginosus has recently been recognized as the approved name for these organisms. they have been implicated as etiologic agents in a variety of serious purulent infections', 'but because of their heterogeneous characteristics', 'these organisms may be unrecognized or misidentified by clinical laboratorians.the unique characteristic of them from other pathogenic streptococci', 'such as s. pyogenes and s. agalactiae', 'is their ability to cause abscesses.'];http://dbpedia.org/resource/Streptococcus_milleri_group
Stretch Marks;"['""striae"" is also a general term referring to thin', 'narrow grooves or channels', 'or a thin line or band especially if several of them are parallel or close together. stretch marks', 'also known as striae', 'are a form of scarring on the skin with an off-color hue. over time they may diminish', 'but will not disappear completely. stretch marks formed during pregnancy', 'usually during the last trimester', 'and usually on the belly', 'but also commonly occurring on the breasts', 'thighs', 'hips', 'lower back and buttocks', 'are known as striae gravidarum.']";http://dbpedia.org/resource/Stretch_marks
Striped Cucumber Beetle;['the striped cucumber beetle (acalymma vittatum) is a beetle of the family chrysomelidae and a serious pest of cucurbit crops in both larval and adult stages. it is replaced in the west by acalymma trivittatum', 'a duller species often with greyish or pale white elytra rather than yellow.'];http://dbpedia.org/resource/Striped_cucumber_beetle
Stromatella (Lichen);['stromatella is a genus of lichen within the lichinaceae family. this is a monotypic genus', 'containing the single species stromatella bermudana.'];http://dbpedia.org/resource/Stromatella_(lichen)
Strongyloidiasis;['strongyloidiasis is a human parasitic disease caused by the nematode (roundworm) called strongyloides stercoralis', 'or sometimes s. flleborni which is a type of helminth. it belongs to a group of nematodes called roundworms. this intestinal worm can cause a number of symptoms in people', 'principally skin symptoms', 'abdominal pain', 'diarrhea and weight loss. in some people', 'particularly those who require corticosteroids or other immunosuppressive medication', 'strongyloides can cause a hyperinfection syndrome that can lead to death if untreated. the diagnosis is made by blood and stool tests. the drug ivermectin is widely used in the treatment of strongyloidiasis.'];http://dbpedia.org/resource/Strongyloidiasis
Struma Ovarii;"['a struma ovarii (literally: goitre of the ovary) is a rare form of monodermal teratoma that contains mostly thyroid tissue', 'which may cause hyperthyroidism. despite its name', 'struma ovarii is not restricted to the ovary. the vast majority of struma ovarii are benign tumors; however', 'malignant tumors of this type is found in a small percentage of cases.']";http://dbpedia.org/resource/Struma_ovarii
Strumal Carcinoid;['the strumal carcinoid is a type of monodermal teratoma with histomorphologic features of (1) the thyroid gland and (2) a neuroendocrine tumour (carcinoid).'];http://dbpedia.org/resource/Strumal_carcinoid
Strychnine Poisoning;['strychnine poisoning can be fatal to humans and other animals and can occur by inhalation', 'swallowing or absorption through eyes or mouth. it produces some of the most dramatic and painful symptoms of any known toxic reaction. for this reason', 'strychnine poisoning is often portrayed in literature and film.'];http://dbpedia.org/resource/Strychnine_poisoning
Sturge–Weber Syndrome;['sturgeweber syndrome', 'sometimes referred to as encephalotrigeminal angiomatosis', 'is a rare congenital neurological and skin disorder. it is one of the phakomatoses and is often associated with port-wine stains of the face', 'glaucoma', 'seizures', 'mental retardation', 'and ipsilateral leptomeningeal angioma (cerebral malformations and tumors). sturge weber syndrome can be classified into three different types. type 1 includes facial and leptomeningeal angiomas as well as the possibility of glaucoma or choroidal lesions. normally', 'only one side of the brain is affected. this type is the most common. type 2 involvement includes a facial angioma (port wine stain) with a possibility of glaucoma developing. there is not any evidence of brain involvement. symptoms can show at any time beyond the initi'];http://dbpedia.org/resource/Sturge–Weber_syndrome
Stuttering;"['stuttering (/sttr/) or stammering (/stmr/) (alalia syllabaris', 'alalia literalis or anarthria literalis) is a speech disorder in which the flow of speech is disrupted by involuntary repetitions and prolongations of sounds', 'syllables', 'words or phrases as well as involuntary silent pauses or blocks in which the person who stutters is unable to produce sounds. the term stuttering is most commonly associated with involuntary sound repetition', 'but it also encompasses the abnormal hesitation or pausing before speech', 'referred to by people who stutter as blocks', 'and the prolongation of certain sounds', 'usually vowels or semivowels. according to watkins et al.', 'stuttering is a disorder of ""selection', 'initiation', 'and execution of motor sequences necessary for fluent speech production."" for ']";http://dbpedia.org/resource/Stuttering
Subacromial Bursitis;['subacromial bursitis is a condition caused by inflammation of the bursa that separates the superior surface of the supraspinatus tendon (one of the four tendons of the rotator cuff) from the overlying coraco-acromial ligament', 'acromion', 'coracoid (the acromial arch) and from the deep surface of the deltoid muscle. the subacromial bursa helps the motion of the supraspinatus tendon of the rotator cuff in activities such as overhead work.'];http://dbpedia.org/resource/Subacromial_bursitis
