Disease;Symptoms;Source
Retractile testicle;"[""the testicle may be moved by hand from the groin into the scrotum and won't immediately retreat to the groin.,the testicle might spontaneously appear in the scrotum and remain there for a time.,the testicle might spontaneously disappear again for a time.,""]";"https://www.mayoclinic.org/diseases-conditions/retractile-testicle/basics/definition/con-20024856"""
Retrograde ejaculation;['orgasms in which you ejaculate very little or no semen out of your penis (dry orgasms),urine that is cloudy after orgasm because it contains semen,inability to get a woman pregnant (male infertility),'];"https://www.mayoclinic.org/diseases-conditions/retrograde-ejaculation/symptoms-causes/syc-20354890"""
Rett syndrome;"['slowed growth. brain growth slows after birth. smaller than normal head size (microcephaly) is usually the first sign that a child has rett syndrome. as children get older, delayed growth in other parts of the body becomes evident.,loss of normal movement and coordination. the first signs often include reduced hand control and a decreasing ability to crawl or walk normally. at first, this loss of abilities occurs rapidly and then it continues more gradually. eventually muscles become weak or may become rigid or spastic with abnormal movement and positioning.,loss of communication abilities. children with rett syndrome typically begin to lose the ability to speak, to make eye contact and to communicate in other ways. they may become disinterested in other people, toys and their surroundings. some children have rapid changes, such as a sudden loss of speech. over time, most children gradually regain eye contact and develop nonverbal communication skills.,abnormal hand movements. children with rett syndrome typically develop repetitive, purposeless hand movements that may differ for each person. hand movements may include hand wringing, squeezing, clapping, tapping or rubbing.,unusual eye movements. children with rett syndrome tend to have unusual eye movements, such as intense staring, blinking, crossed eyes or closing one eye at a time.,breathing problems. these include breath-holding, abnormally rapid breathing (hyperventilation), forceful exhalation of air or saliva, and swallowing air. these problems tend to occur during waking hours, but not during sleep.,agitation and irritability. children with rett syndrome become increasingly agitated and irritable as they get older. periods of crying or screaming may begin suddenly, for no apparent reason, and last for hours.,other abnormal behaviors. these may include, for example, sudden, odd facial expressions and long bouts of laughter, hand licking, and grasping of hair or clothing.,cognitive disabilities. loss of skills can be accompanied by a loss of intellectual functioning.,seizures. most people who have rett syndrome experience seizures at some time during their lives.,abnormal curvature of the spine (scoliosis). scoliosis is common with rett syndrome. it typically begins between 8 and 11 years of age and increases with age. surgery may be required if the curvature is severe.,irregular heartbeat. this is a life-threatening problem for many children and adults with rett syndrome and can result in sudden death.,pain. because of health problems, people with rett syndrome may have an increased risk of pain. but communication problems may prevent others from recognizing these pain issues. in one small study, one-fourth of the parents estimated that their daughters have more than a week of pain each month.,other symptoms. a variety of other symptoms can occur, such as thin, fragile bones prone to factures; small hands and feet that are usually cold; problems with chewing and swallowing; and teeth grinding. symptoms can vary greatly from child to child.,']";"https://www.mayoclinic.org/diseases-conditions/rett-syndrome/basics/definition/con-20028086"""
Reye's syndrome;['diarrhea,rapid breathing,', 'persistent or continuous vomiting,unusual sleepiness or lethargy,'];"https://www.mayoclinic.org/diseases-conditions/reyes-syndrome/basics/definition/con-20020083"""
Rhabdomyosarcoma;['head and neck,bladder,vagina,prostate,testes,arms,legs,'];"https://www.mayoclinic.org/diseases-conditions/rhabdomyosarcoma/symptoms-causes/syc-20355393"""
Rheumatic fever;"[""fever,painful and tender joints most often in the knees, ankles, elbows and wrists,pain in one joint that migrates to another joint,red, hot or swollen joints,small, painless bumps (nodules) beneath the skin,chest pain,heart murmur,fatigue,flat or slightly raised, painless rash with a ragged edge (erythema marginatum),jerky, uncontrollable body movements (sydenham chorea, or st. vitus' dance) most often in the hands, feet and face,outbursts of unusual behavior, such as crying or inappropriate laughing, that accompanies sydenham chorea,""]";"https://www.mayoclinic.org/diseases-conditions/rheumatic-fever/symptoms-causes/syc-20354588"""
Rheumatoid arthritis;['tender, warm, swollen joints,joint stiffness that is usually worse in the mornings and after inactivity,fatigue, fever and weight loss,', 'skin,eyes,lungs,heart,kidneys,salivary glands,nerve tissue,bone marrow,blood vessels,'];"https://www.mayoclinic.org/diseases-conditions/rheumatoid-arthritis/symptoms-causes/syc-20353648"""
Rickets;['delayed growth,pain in the spine, pelvis and legs,muscle weakness,', 'bowed legs or knock knees,thickened wrists and ankles,breastbone projection,'];"https://www.mayoclinic.org/diseases-conditions/rickets/symptoms-causes/syc-20351943"""
Ringworm (body);"[""human to human. ringworm often spreads by direct, skin-to-skin contact with an infected person.,animal to human. you can contract ringworm by touching an animal with ringworm. ringworm can spread while petting or grooming dogs or cats. it's also fairly common in cows.,object to human. ringworm can spread by contact with objects or surfaces that an infected person or animal has recently touched or rubbed against, such as clothing, towels, bedding and linens, combs, and brushes.,soil to human. in rare cases, ringworm can be spread to humans by contact with infected soil. infection would most likely occur only from prolonged contact with highly infected soil.,""]";"https://www.mayoclinic.org/diseases-conditions/ringworm-body/symptoms-causes/syc-20353780"""
Ringworm (scalp);['one or more round patches of scaly skin where the hair has broken off at or just above the scalp,patches that slowly expand or enlarge,scaly, gray or reddened areas,patches that have small black dots where the hair has broken off at the scalp,brittle or fragile hair that easily pulls out,tender or painful areas on the scalp<,'];"https://www.mayoclinic.org/diseases-conditions/ringworm-scalp/symptoms-causes/syc-20354918"""
Rocky Mountain spotted fever;['high fever,chills,severe headache,muscle aches,nausea and vomiting,confusion or other neurological changes,'];"https://www.mayoclinic.org/diseases-conditions/rocky-mountain-spotted-fever/symptoms-causes/syc-20361032"""
Rosacea;"[""facial redness. rosacea usually causes a persistent redness in the central part of your face. small blood vessels on your nose and cheeks often swell and become visible.,swollen red bumps. many people who have rosacea also develop pimples on their face that resemble acne. these bumps sometimes contain pus. your skin may feel hot and tender.,eye problems. about half of the people who have rosacea also experience eye dryness, irritation and swollen, reddened eyelids. in some people, rosacea's eye symptoms precede the skin symptoms.,enlarged nose. rarely, rosacea can thicken the skin on the nose, causing the nose to appear bulbous (rhinophyma). this occurs more often in men than in women.,""]";"https://www.mayoclinic.org/diseases-conditions/rosacea/symptoms-causes/syc-20353815"""
Roseola;"[""fever. roseola typically starts with a sudden, high fever often greater than 103 f (39.4 c). some children may also have a slightly sore throat, runny nose or cough along with or preceding the fever. your child may also develop swollen lymph nodes in his or her neck along with the fever. the fever lasts three to five days.,rash. once the fever subsides, a rash typically appears but not always. the rash consists of many small pink spots or patches. these spots are generally flat, but some may be raised. there may be a white ring around some of the spots. the rash usually starts on the chest, back and abdomen and then spreads to the neck and arms. it may or may not reach the legs and face. the rash, which isn't itchy or uncomfortable, can last from several hours to several days before fading.,"", 'irritability in infants and children,mild diarrhea,decreased appetite,swollen eyelids,']";"https://www.mayoclinic.org/diseases-conditions/roseola/basics/definition/con-20023511"""
Rotator cuff injury;['be described as a dull ache deep in the shoulder,disturb sleep, particularly if you lie on the affected shoulder,make it difficult to comb your hair or reach behind your back,be accompanied by arm weakness,'];"https://www.mayoclinic.org/diseases-conditions/rotator-cuff-injury/symptoms-causes/syc-20350225"""
Rotavirus;"['has diarrhea for more than 24 hours,has frequent episodes of vomiting,has black or tarry stool or stool containing blood or pus,has a temperature of 104 f (40 c) or higher,seems lethargic, irritable or in pain,has signs or symptoms of dehydration, including dry mouth, crying without tears, little or no urination, unusual sleepiness, or unresponsiveness,', ""can't keep liquids down for 24 hours,have diarrhea for more than two days,have blood in your vomit or bowel movements,have a temperature higher than 103 f (39.4 c),have signs or symptoms of dehydration, including excessive thirst, dry mouth, little or no urination, severe weakness, dizziness on standing, or lightheadedness,""]";"https://www.mayoclinic.org/diseases-conditions/rotavirus/symptoms-causes/syc-20351300"""
Rubella;['mild fever of 102 f (38.9 c) or lower,headache,stuffy or runny nose,inflamed, red eyes,enlarged, tender lymph nodes at the base of the skull, the back of the neck and behind the ears,a fine, pink rash that begins on the face and quickly spreads to the trunk and then the arms and legs, before disappearing in the same sequence,aching joints, especially in young women,'];"https://www.mayoclinic.org/diseases-conditions/rubella/basics/definition/con-20020067"""
Rumination syndrome;['repeated regurgitation of food, repeated re-chewing of food, weight loss, bad breath and tooth decay, repeated stomachaches and indigestion, raw and chapped lips'];"https://www.mayoclinic.org/diseases-conditions/rumination-syndrome/basics/definition/con-20037142"""
Ruptured eardrum (perforated eardrum);['ear pain that may subside quickly,clear, pus-filled or bloody drainage from your ear,hearing loss,ringing in your ear (tinnitus),spinning sensation (vertigo),nausea or vomiting that can result from vertigo,'];"https://www.mayoclinic.org/diseases-conditions/ruptured-eardrum/symptoms-causes/syc-20351879"""
Ruptured spleen;['pain in the upper left abdomen,tenderness when you touch the upper left abdomen,left shoulder pain, particularly if you also have cuts and bruises on the left chest or side,confusion, lightheadedness or dizziness,'];"https://www.mayoclinic.org/diseases-conditions/ruptured-spleen/symptoms-causes/syc-20352317"""
Sacral dimple;"['a sacral dimple consists of an indentation, or ""pit,"" in the skin on the lower back, just above the crease between the buttocks.']";"https://www.mayoclinic.org/diseases-conditions/sacral-dimple/basics/definition/con-20025266"""
Sacroiliitis;['prolonged standing,bearing more weight on one leg than the other,stair climbing,running,taking large strides,'];"https://www.mayoclinic.org/diseases-conditions/sacroiliitis/symptoms-causes/syc-20350747"""
Salivary gland cancer;['a lump or swelling on or near your jaw or in your neck or mouth,numbness in part of your face,muscle weakness on one side of your face,persistent pain in the area of a salivary gland,difficulty swallowing,trouble opening your mouth widely,'];"https://www.mayoclinic.org/diseases-conditions/salivary-gland-cancer/symptoms-causes/syc-20354151"""
Salmonella infection;['nausea,vomiting,abdominal cramps,diarrhea,fever,chills,headache,blood in the stool,'];"https://www.mayoclinic.org/diseases-conditions/salmonella/symptoms-causes/syc-20355329"""
Sarcoidosis;['fatigue,fever,swollen lymph nodes,weight loss,'];"https://www.mayoclinic.org/diseases-conditions/sarcoidosis/symptoms-causes/syc-20350358"""
Sarcoma;['sarcoma is a type of cancer that can occur in various locations in your body.'];"https://www.mayoclinic.org/diseases-conditions/sarcoma/symptoms-causes/syc-20351048"""
Scabies;['itching, often severe and usually worse at night,thin, irregular burrow tracks made up of tiny blisters or bumps on your skin,', 'between fingers,in armpits,around your waist,along the insides of wrists,on your inner elbow,on the soles of your feet,around breasts,around the male genital area,on buttocks,on knees,on shoulder blades,', 'scalp,face,neck,palms of the hands,soles of the feet,'];"https://www.mayoclinic.org/diseases-conditions/scabies/basics/definition/con-20023488"""
Scarlet fever;"[""red rash. the rash looks like a sunburn and feels like sandpaper. it typically begins on the face or neck and spreads to the trunk, arms and legs. if pressure is applied to the reddened skin, it will turn pale.,red lines. the folds of skin around the groin, armpits, elbows, knees and neck usually become a deeper red than the surrounding rash.,flushed face. the face may appear flushed with a pale ring around the mouth.,strawberry tongue. the tongue generally looks red and bumpy, and it's often covered with a white coating early in the disease.,"", 'fever of 101 f (38.3 c) or higher, often with chills,very sore and red throat, sometimes with white or yellowish patches,difficulty swallowing,enlarged glands in the neck (lymph nodes) that are tender to the touch,nausea or vomiting,headache,']";"https://www.mayoclinic.org/diseases-conditions/scarlet-fever/basics/definition/con-20030976"""
Schizoaffective disorder;['bipolar type, which includes episodes of mania and sometimes major depression,depressive type, which includes only major depressive episodes,'];"https://www.mayoclinic.org/diseases-conditions/schizoaffective-disorder/symptoms-causes/syc-20354504"""
Schizoid personality disorder;"[""prefer being alone and choose to do activities alone,don't want or enjoy close relationships,feel little if any desire for sexual relationships,feel like you can't experience pleasure,have difficulty expressing emotions and reacting appropriately to situations,may seem humorless, indifferent or emotionally cold to others,may appear to lack motivation and goals,don't react to praise or critical remarks from others,""]";"https://www.mayoclinic.org/diseases-conditions/schizoid-personality-disorder/symptoms-causes/syc-20354414"""
Schizophrenia;"[""delusions. these are false beliefs that are not based in reality. for example, you think that you're being harmed or harassed; certain gestures or comments are directed at you; you have exceptional ability or fame; another person is in love with you; or a major catastrophe is about to occur. delusions occur in most people with schizophrenia.,hallucinations. these usually involve seeing or hearing things that don't exist. yet for the person with schizophrenia, they have the full force and impact of a normal experience. hallucinations can be in any of the senses, but hearing voices is the most common hallucination.,disorganized thinking (speech). disorganized thinking is inferred from disorganized speech. effective communication can be impaired, and answers to questions may be partially or completely unrelated. rarely, speech may include putting together meaningless words that can't be understood, sometimes known as word salad.,extremely disorganized or abnormal motor behavior. this may show in a number of ways, from childlike silliness to unpredictable agitation. behavior isn't focused on a goal, so it's hard to do tasks. behavior can include resistance to instructions, inappropriate or bizarre posture, a complete lack of response, or useless and excessive movement.,negative symptoms. this refers to reduced or lack of ability to function normally. for example, the person may neglect personal hygiene or appear to lack emotion (doesn't make eye contact, doesn't change facial expressions or speaks in a monotone). also, the person may have lose interest in everyday activities, socially withdraw or lack the ability to experience pleasure.,""]";"https://www.mayoclinic.org/diseases-conditions/schizophrenia/symptoms-causes/syc-20354443"""
Schizotypal personality disorder;"[""being a loner and lacking close friends outside of the immediate family,incorrect interpretation of events, such as a feeling that something which is actually harmless or inoffensive has a direct personal meaning,peculiar, eccentric or unusual thinking, beliefs or mannerisms,dressing in peculiar ways, such as appearing unkempt or wearing oddly matched clothes,belief in special powers, such as mental telepathy or superstitions,unusual perceptions, such as sensing an absent person's presence or having illusions,persistent and excessive social anxiety,peculiar style of speech, such as vague or unusual patterns of speaking, or rambling oddly during conversations,suspicious or paranoid thoughts and constant doubts about the loyalty of others,flat emotions or limited or inappropriate emotional responses,""]";"https://www.mayoclinic.org/diseases-conditions/schizotypal-personality-disorder/symptoms-causes/syc-20353919"""
Schwannoma;"[""magnetic resonance imaging (mri). this scan uses a magnet and radio waves to produce a detailed, 3-d view of your nerves and surrounding tissue.,computerized tomography (ct). a ct scanner rotates around your body to record a series of images. a computer uses the images to make a detailed view of your growth so that your doctor can evaluate how it may be affecting you.,electromyogram (emg). for this test, your doctor places small needles in your muscles so an electromyography instrument can record the electrical activity in your muscle as you try to move it.,nerve conduction study. you're likely to have this test along with your emg. it measures how quickly your nerves carry electrical signals to your muscles.,tumor biopsy. if imaging tests identify a nerve tumor, your doctor may remove and analyze a small sample of cells (biopsy) from your tumor. depending on the tumor's size and location, you may need local or general anesthesia during the biopsy.,nerve biopsy. if you have a condition such as progressive peripheral neuropathy or enlarged nerves that mimic nerve tumors, your doctor may take a nerve biopsy.,""]";"https://www.mayoclinic.org/diseases-conditions/schwannoma/cdc-20352974"""
Sciatica;['you have sudden, severe pain in your low back or leg and numbness or muscle weakness in your leg,the pain follows a violent injury, such as a traffic accident,you have trouble controlling your bowels or bladder,', ''];"https://www.mayoclinic.org/diseases-conditions/sciatica/basics/definition/con-20026478"""
Scleroderma;"[""skin. nearly everyone who has scleroderma experiences a hardening and tightening of patches of skin. these patches may be shaped like ovals or straight lines, or cover wide areas of the trunk and limbs. the number, location and size of the patches vary by type of scleroderma. skin can appear shiny because it's so tight, and movement of the affected area may be restricted.,fingers or toes. one of the earliest signs of scleroderma is an exaggerated response to cold temperatures or emotional distress, which can cause numbness, pain or color changes in the fingers or toes. called raynaud's disease, this condition also occurs in people who don't have scleroderma.,digestive system. in addition to acid reflux, which can damage the section of esophagus nearest the stomach, some people with scleroderma may also have problems absorbing nutrients if their intestinal muscles aren't moving food properly through the intestines.,heart, lungs or kidneys. scleroderma can affect the function of the heart, lungs or kidneys to varying degrees. these problems, if left untreated, can become life-threatening.,""]";"https://www.mayoclinic.org/diseases-conditions/scleroderma/symptoms-causes/syc-20351952"""
Sclerosing mesenteritis;['the mesentery is a fold of membrane that attaches the intestine to the abdominal wall and holds it in place.'];"https://www.mayoclinic.org/diseases-conditions/sclerosing-mesenteritis/symptoms-causes/syc-20355087"""
Scoliosis;['uneven shoulders,one shoulder blade that appears more prominent than the other,uneven waist,one hip higher than the other,'];"https://www.mayoclinic.org/diseases-conditions/scoliosis/symptoms-causes/syc-20350716"""
Scorpion sting;['pain, which can be intense,numbness and tingling in the area around the sting,slight swelling in the area around the sting,', 'difficulty breathing,muscle twitching or thrashing,unusual head, neck and eye movements,drooling,sweating,nausea and vomiting,high blood pressure (hypertension),accelerated heart rate (tachycardia) or irregular heart beat (arrhythmia),restlessness or excitability or inconsolable crying (in children),'];"https://www.mayoclinic.org/diseases-conditions/scorpion-stings/symptoms-causes/syc-20353859"""
Scrotal masses;['an unusual lump,,,sudden pain,,,a dull aching pain or feeling of heaviness in the scrotum,,,pain that radiates throughout the groin, abdomen or lower back,,,tender, swollen or hardened testicle,,,tender, swollen or hardened epididymis (ep-ih-did-uh-miss), the soft, comma-shaped tube above and behind the testicle that stores and transports sperm,,,swelling in the scrotum,,,redness of the skin of the scrotum,,,nausea or vomiting,,', 'fever,,urinary frequency,,,pus or blood in the urine,'];"https://www.mayoclinic.org/diseases-conditions/scrotal-masses/symptoms-causes/syc-20352604"""
Seasonal affective disorder (SAD);['feeling depressed most of the day, nearly every day,losing interest in activities you once enjoyed,having low energy,having problems with sleeping,experiencing changes in your appetite or weight,feeling sluggish or agitated,having difficulty concentrating,feeling hopeless, worthless or guilty,having frequent thoughts of death or suicide,'];"https://www.mayoclinic.org/diseases-conditions/seasonal-affective-disorder/symptoms-causes/syc-20364651"""
Sebaceous carcinoma;['skin examination. your doctor will carefully inspect your skin to understand your condition.,eye examination. an eye doctor (ophthalmologist) will carefully examine your eyelid and your eye to look for signs that cancer has spread to the tissue (conjunctiva) that covers the inside of your eyelid and the white of your eye (sclera).,skin biopsy. your doctor will remove a small amount of tissue for testing. specialized laboratory tests can determine if cancer cells are present.,'];"https://www.mayoclinic.org/diseases-conditions/sebaceous-carcinoma/cdc-20352957"""
Seborrheic dermatitis;['skin flakes (dandruff) on your scalp, hair, eyebrows, beard or mustache,patches of greasy skin covered with flaky white or yellow scales or crust on the scalp, face, sides of the nose, eyebrows, ears, eyelids, chest, armpits, groin area or under the breasts,red skin,itching,'];"https://www.mayoclinic.org/diseases-conditions/seborrheic-dermatitis/symptoms-causes/syc-20352710"""
Seborrheic keratosis;"['varies in color, usually from light tan to brown or black,is round or oval shaped,has a characteristic ""pasted on"" look,is flat or slightly elevated with a scaly surface,ranges in size from very small to more than 1 inch (2.5 centimeters) across,may itch,']";"https://www.mayoclinic.org/diseases-conditions/seborrheic-keratosis/symptoms-causes/syc-20353878"""
Secondary hypertension;"[""high blood pressure that doesn't respond to blood pressure medications (resistant hypertension) ,very high blood pressure systolic blood pressure over 180 millimeters of mercury (mm hg) or diastolic blood pressure over 120 mm hg,a blood pressure medication or medications that previously controlled your blood pressure no longer work,sudden-onset high blood pressure before age 30 or after age 55,no family history of high blood pressure,no obesity,""]";"https://www.mayoclinic.org/diseases-conditions/secondary-hypertension/symptoms-causes/syc-20350679"""
Seizures;['temporary confusion,a staring spell,uncontrollable jerking movements of the arms and legs,loss of consciousness or awareness,cognitive or emotional symptoms, such as fear, anxiety or deja vu,'];"https://www.mayoclinic.org/diseases-conditions/seizure/symptoms-causes/syc-20365711"""
Selective IgA deficiency;"[""selective iga deficiency is an immune system condition in which you lack or don't have enough immunoglobulin a (iga), a protein that fights infection (antibody). most people with selective iga deficiency don't have recurrent infections. however, some people who have iga deficiency experience pneumonia, ear infections, sinus infections, allergies, asthma and diarrhea.""]";"https://www.mayoclinic.org/diseases-conditions/selective-iga-deficiency/symptoms-causes/syc-20362236"""
Self-injury/cutting;"['scars,fresh cuts, scratches, bruises or other wounds,excessive rubbing of an area to create a burn,keeping sharp objects on hand,wearing long sleeves or long pants, even in hot weather,difficulties in interpersonal relationships,persistent questions about personal identity, such as ""who am i?"" ""what am i doing here?"",behavioral and emotional instability, impulsivity and unpredictability,statements of helplessness, hopelessness or worthlessness,']";"https://www.mayoclinic.org/diseases-conditions/self-injury/symptoms-causes/syc-20350950"""
Separated shoulder;['shoulder pain,shoulder or arm weakness,shoulder bruising or swelling,limited shoulder movement,a bump and swelling at the top of your shoulder,'];"https://www.mayoclinic.org/diseases-conditions/separated-shoulder/symptoms-causes/syc-20354049"""
Separation anxiety;['recurrent and excessive distress about being away from home or parents,constant, excessive worry about losing a parent to an illness or a disaster,constant worry that something bad will happen, such as being lost or kidnapped, causing separation from parents,refusing to be away from home because of fear of separation,not wanting to be alone and without a parent in the house,repeated nightmares about separation,frequent complaints of headaches, stomachaches or other symptoms when separation from a parent is anticipated,'];"https://www.mayoclinic.org/diseases-conditions/separation-anxiety/basics/definition/con-20034961"""
Sepsis;['body temperature above 101 f (38.3 c) or below 96.8 f (36 c),heart rate higher than 90 beats a minute,respiratory rate higher than 20 breaths a minute,'];"https://www.mayoclinic.org/diseases-conditions/sepsis/symptoms-causes/syc-20351214"""
Septic arthritis;['existing joint problems. chronic diseases and conditions that affect your joints such as osteoarthritis, gout, rheumatoid arthritis or lupus can increase your risk of septic arthritis, as can an artificial joint, previous joint surgery and joint injury.,taking medications for rheumatoid arthritis. people with rheumatoid arthritis have a further increase in risk because of medications they take that can suppress the immune system, making infections more likely to occur. diagnosing septic arthritis in people with rheumatoid arthritis is difficult because many of the signs and symptoms are similar.,skin fragility. skin that breaks easily and heals poorly can give bacteria access to your body. skin conditions such as psoriasis and eczema increase your risk of septic arthritis, as do infected skin wounds. people who regularly inject drugs also have a higher risk of infection at the site of injection.,weak immune system. people with a weak immune system are at greater risk of septic arthritis. this includes people with diabetes, kidney and liver problems, and those taking drugs that suppress their immune systems.,joint trauma. animal bites, puncture woods or cuts over a joint can put you at risk of septic arthritis.,'];"https://www.mayoclinic.org/diseases-conditions/bone-and-joint-infections/symptoms-causes/syc-20350755"""
Serotonin syndrome;['agitation or restlessness,confusion,rapid heart rate and high blood pressure,dilated pupils,loss of muscle coordination or twitching muscles,muscle rigidity,heavy sweating,diarrhea,headache,shivering,goose bumps,', 'high fever,seizures,irregular heartbeat,unconsciousness,'];"https://www.mayoclinic.org/diseases-conditions/serotonin-syndrome/symptoms-causes/syc-20354758"""
Severe acute respiratory syndrome (SARS);['fever of 100.5 f (38 c) or higher,dry cough,shortness of breath,'];"https://www.mayoclinic.org/diseases-conditions/sars/symptoms-causes/syc-20351765"""
Sex headaches;['a dull ache in the head and neck that intensifies as sexual excitement increases,a sudden, severe, throbbing headache that occurs just before or at the moment of orgasm,'];"https://www.mayoclinic.org/diseases-conditions/sex-headaches/basics/definition/con-20025355"""
Sexually transmitted diseases;['sores or bumps on the genitals or in the oral or rectal area,painful or burning urination,discharge from the penis,unusual or odd-smelling vaginal discharge,unusual vaginal bleeding,pain during sex,sore, swollen lymph nodes, particularly in the groin but sometimes more widespread,lower abdominal pain,fever,rash over the trunk, hands or feet,'];"https://www.mayoclinic.org/diseases-conditions/sexually-transmitted-diseases-stds/symptoms-causes/syc-20351240"""
Sheehan's syndrome;['difficulty breast-feeding or an inability to breast-feed,no menstrual periods (amenorrhea) or infrequent menstruation (oligomenorrhea),inability to regrow shaved pubic hair,slowed mental function, weight gain and difficulty staying warm as a result of an underactive thyroid (hypothyroidism),low blood pressure (hypotension),low blood sugar (hypoglycemia),fatigue,irregular heartbeat,breast shrinkage,'];"https://www.mayoclinic.org/diseases-conditions/sheehans-syndrome/symptoms-causes/syc-20351847"""
Shellfish allergy;['hives, itching or eczema (atopic dermatitis),swelling of the lips, face, tongue and throat, or other parts of the body,wheezing, nasal congestion or trouble breathing,abdominal pain, diarrhea, nausea or vomiting,dizziness, lightheadedness or fainting,tingling in the mouth,', 'a swollen throat or a lump in your throat (airway constriction) that makes it difficult for you to breathe,shock, with a severe drop in your blood pressure,rapid pulse,dizziness, lightheadedness or loss of consciousness,'];"https://www.mayoclinic.org/diseases-conditions/shellfish-allergy/basics/definition/con-20032093"""
Shigella infection;['diarrhea (often containing blood or mucus),abdominal pain or cramps,fever,'];"https://www.mayoclinic.org/diseases-conditions/shigella/basics/definition/con-20028418"""
Shin splints;"[""you're a runner, especially one beginning a running program,you suddenly increase the duration, frequency or intensity of exercise,you run on uneven terrain, such as hills, or hard surfaces, such as concrete,you're in military training,you have flat feet or high arches,""]";"https://www.mayoclinic.org/diseases-conditions/shin-splints/symptoms-causes/syc-20354105"""
Shingles;['pain, burning, numbness or tingling,sensitivity to touch,a red rash that begins a few days after the pain,fluid-filled blisters that break open and crust over,itching,', 'fever,headache,sensitivity to light,fatigue,'];"https://www.mayoclinic.org/diseases-conditions/shingles/symptoms-causes/syc-20353054"""
Short bowel syndrome;"[""portions of the small intestine have been surgically removed. conditions that may require surgical removal of large portions of the small intestine include crohn's disease, cancer, traumatic injuries and blood clots in the arteries that provide blood to the intestines.,portions of the small intestine are missing or damaged at birth. babies may be born with a short small intestine or with a damaged small intestine that must be surgically removed.,""]";"https://www.mayoclinic.org/diseases-conditions/symptoms-causes/syc-20355091"""
Sick sinus syndrome;['slower than normal pulse (bradycardia),fatigue,dizziness or lightheadedness,fainting or near fainting,shortness of breath,chest pains,a sensation of rapid, fluttering heartbeats (palpitations),'];"https://www.mayoclinic.org/diseases-conditions/sick-sinus-syndrome/basics/definition/con-20029161"""
Sickle cell anemia;"["",anemia. sickle cells break apart easily and die, leaving you without enough red blood cells. red blood cells usually live for about 120 days before they need to be replaced. but sickle cells usually die in 10 to 20 days, leaving a shortage of red blood cells (anemia).,without enough red blood cells, your body can't get the oxygen it needs to feel energized, causing fatigue.,,,episodes of pain. periodic episodes of pain, called crises, are a major symptom of sickle cell anemia. pain develops when sickle-shaped red blood cells block blood flow through tiny blood vessels to your chest, abdomen and joints. pain can also occur in your bones.,the pain varies in intensity and can last for a few hours to a few weeks. some people have only a few pain episodes. others have a dozen or more crises a year. if a crisis is severe enough, you might need to be hospitalized.,some adolescents and adults with sickle cell anemia also have chronic pain, which can result from bone and joint damage, ulcers and other causes.,,painful swelling of hands and feet. the swelling is caused by sickle-shaped red blood cells blocking blood flow to the hands and feet.,frequent infections. sickle cells can damage an organ that fights infection (spleen), leaving you more vulnerable to infections. doctors commonly give infants and children with sickle cell anemia vaccinations and antibiotics to prevent potentially life-threatening infections, such as pneumonia.,delayed growth. red blood cells provide your body with the oxygen and nutrients you need for growth. a shortage of healthy red blood cells can slow growth in infants and children and delay puberty in teenagers.,vision problems. tiny blood vessels that supply your eyes may become plugged with sickle cells. this can damage the retina the portion of the eye that processes visual images, leading to vision problems.,""]";"https://www.mayoclinic.org/diseases-conditions/sickle-cell-anemia/symptoms-causes/syc-20355876"""
Sinus headaches;['pain, pressure and fullness in your cheeks, brow or forehead,worsening pain if you bend forward or lie down,stuffy nose,fatigue,achy feeling in your upper teeth,'];"https://www.mayoclinic.org/diseases-conditions/sinus-headaches/basics/definition/con-20025426"""
Sjogren's syndrome;"[""dry eyes. your eyes might burn, itch or feel gritty as if there's sand in them.,dry mouth. your mouth might feel like it's full of cotton, making it difficult to swallow or speak.,"", 'joint pain, swelling and stiffness,swollen salivary glands particularly the set located behind your jaw and in front of your ears,skin rashes or dry skin,vaginal dryness,persistent dry cough,prolonged fatigue,']";"https://www.mayoclinic.org/diseases-conditions/sjogrens-syndrome/symptoms-causes/syc-20353216"""
Skin cancer;['a pearly or waxy bump,a flat, flesh-colored or brown scar-like lesion,'];"https://www.mayoclinic.org/diseases-conditions/skin-cancer/basics/definition/con-20031606"""
Sleep apnea;['loud snoring, which is usually more prominent in obstructive sleep apnea,episodes of breathing cessation during sleep witnessed by another person,abrupt awakenings accompanied by shortness of breath, which more likely indicates central sleep apnea,awakening with a dry mouth or sore throat,morning headache,difficulty staying asleep (insomnia),excessive daytime sleepiness (hypersomnia),attention problems,irritability,'];"https://www.mayoclinic.org/diseases-conditions/sleep-apnea/basics/definition/con-20020286"""
Sleep apnea, central;"[""observed episodes of stopped breathing or abnormal breathing patterns during sleep,abrupt awakenings accompanied by shortness of breath,shortness of breath that's relieved by sitting up,difficulty staying asleep (insomnia),excessive daytime sleepiness (hypersomnia),chest pain at night,difficulty concentrating,mood changes,morning headaches,snoring,"", ""shortness of breath that awakens you from sleep,intermittent pauses in your breathing during sleep,difficulty staying asleep,excessive daytime drowsiness, which may cause you to fall asleep while you're working, watching television or even driving,""]";"https://www.mayoclinic.org/diseases-conditions/central-sleep-apnea/symptoms-causes/syc-20352109"""
